Name;SystemName;ApplicationDeadline;Attributes;Categories;CategoriesClone;CityAddress;CitybreakPackageId;Description;Directions;Duration;EventUrl;ExpirationDate;ExtensionData;ExternalSignupLink;ExternalSignupText;ForeignProductId;ForeignProductIds;GeoNode;Id;Image;ImageClone;ImageId;ImageIds;Images;Introduction;IsHighlight;Latitude;Link1Description;Link1Name;Link1Url;Link2Description;Link2Name;Link2Url;Link3Description;Link3Name;Link3Url;Longitude;MembershipRequired;Occasions;OrganizationId;OrganizerName;Other;ParentProductId;PhoneNumber;PhoneNumberBooking;POIs;PostalCode;Price;ProductReference;ProductType;PublishedDate;Relevance;RevisionDate;SignupRequired;Status;StreetAddress1;SupplierId;TemplateId;TrackingPixelUrl;UrlName;Website;Version
Koppi Kaffe & Rosteri;Koppi Kaffe & Rosteri;;"Värde:Koppi Kaffe & Rosteri| Värde:http://koppi.se| Värde:Koppi bjuder på egenrostad väldoftande kaffe i charmig miljö och finns med i White Guides guidebok över caféer. | Värde:Ägarna är med i baristalandslaget och har genom åren korats till både svenska och nordiska baristamästare. De åker själva till kaffeplantagen för att välja ut det bästa kaffet och anpassar rostningen till varje sort av böna som de gör en beställning på. Får du mersmak för kaffet du dricker här finns bönorna till försäljning att ta med hem. Eget rosteri, engagerad personal och hemgjorda bakverk - Koppi i Helsingborg fick priset Årets Kaffebar i samband med att White Guide lanserade sin nya guidebok för caféer. ""För att delvis ha startat, och i synnerhet inspirerat och utvecklat, den pågående trenden kring ursprungsbetecknat kvalitetskaffe med eget rosteri. Dessutom ett café som lockar med en levande urban miljö, engagerad personal och hemgjorda bakverk"" lyder motiveringen från White Guide Café. – Nästan alla...";Mat & Dryck, Kafé;Mat & Dryck, Kafé;Helsingborg;;"Ägarna är med i baristalandslaget och har genom åren korats till både svenska och nordiska baristamästare. De åker själva till kaffeplantagen för att välja ut det bästa kaffet och anpassar rostningen till varje sort av böna som de gör en beställning på. Får du mersmak för kaffet du dricker här finns bönorna till försäljning att ta med hem. Eget rosteri, engagerad personal och hemgjorda bakverk - Koppi i Helsingborg fick priset Årets Kaffebar i samband med att White Guide lanserade sin nya guidebok för caféer. ""För att delvis ha startat, och i synnerhet inspirerat och utvecklat, den pågående trenden kring ursprungsbetecknat kvalitetskaffe med eget rosteri. Dessutom ett café som lockar med en levande urban miljö, engagerad personal och hemgjorda bakverk"" lyder motiveringen från White Guide Café. – Nästan alla har råd att ta en fika då och då vilket gör det till vår billigaste väg till en smakupplevelse. Eftersom cafébranschen är snabbrörlig och caféerna har så olika inriktning behövs ...";;;;;{};;;;[];Helsingborg;335622;Url: http://images.citybreak.com/image.aspx?ImageId=1321141 ProducedBy: colourbox.com CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1321141 ProducedBy: colourbox.com CopyrightBy: Keywords:;1321141;1321141;Url: http://images.citybreak.com/image.aspx?ImageId=1321141 ProducedBy: colourbox.com CopyrightBy: Keywords:;Koppi bjuder på egenrostad väldoftande kaffe i charmig miljö och finns med i White Guides guidebok över caféer. ;False;56,0483757;;;;;;;;;;12,6939154;False;;532;;;;(0)42-13 30 33;;;252 20;;;Product;2015-05-29 13:15:53;Regional;2012-12-01 00:00:00;False;Active;Norra Storgatan 16;15772;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335622&l=1&t=1;Koppi_Kaffe__Rosteri_335622;http://koppi.se;14
Espresso house;Espresso house;;"Värde:Espresso house| Värde:http://www.espressohouse.se/sv.aspx| Värde:Espresso house har konceptet att finnas där det finns mycket människor i rörelse. De serverar gott kaffe och läckra muffins. Du kan också beställa smörgås och sallad här.| Värde:I Helsingborg finns Espresso House på fyra olika platser i centrum; på kajpromenaden i Norra hamnen, på shoppingstråket Kullagatan, i Gamla stan på Bruksgatan och på Knutpunkten där tågen, bussarna och färjorna utgår. Det finns ytterligare en Espresso House ute på Väla shoppingcentrum.| Värde:252 20| Värde:Helsingborg| Värde:False| Värde:56,0449101| Värde:12,6966749| Url: http://images.citybreak.com/image.aspx?ImageId=1294365 ProducedBy: Espresso house CopyrightBy: |Värde:Kajpromenaden 16, Kullagatan 5, Knutpunkten, Bruksgatan 15| Värde:14| Värde:+46| Värde:(0)8-463 79 10| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False";Mat & Dryck, Kafé;Mat & Dryck, Kafé;Helsingborg;;"I Helsingborg finns Espresso House på fyra olika platser i centrum; på kajpromenaden i Norra hamnen, på shoppingstråket Kullagatan, i Gamla stan på Bruksgatan och på Knutpunkten där tågen, bussarna och färjorna utgår. Det finns ytterligare en Espresso House ute på Väla shoppingcentrum.";;;;;{};;;;[];Helsingborg;335623;Url: http://images.citybreak.com/image.aspx?ImageId=1294365 ProducedBy: Espresso house CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1294365 ProducedBy: Espresso house CopyrightBy: Keywords:;1294365;1294365;Url: http://images.citybreak.com/image.aspx?ImageId=1294365 ProducedBy: Espresso house CopyrightBy: Keywords:;Espresso house har konceptet att finnas där det finns mycket människor i rörelse. De serverar gott kaffe och läckra muffins. Du kan också beställa smörgås och sallad här.;False;56,0449101;;;;;;;;;;12,6966749;False;;532;;;;(0)8-463 79 10;;;252 20;;;Product;2014-12-15 14:53:02;Regional;2012-12-01 00:00:00;False;Active;Kajpromenaden 16, Kullagatan 5, Knutpunkten, Bruksgatan 15;15772;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335623&l=1&t=1;Espresso_house_335623;http://www.espressohouse.se/sv.aspx;8
The Bishop's Arms, Marina Plaza;The Bishops Arms, Marina Plaza;;Värde:http://www.bishopsarms.com/Helsingborg_Marina_Plaza/Presentation| Värde:The Bishop's Arms, Marina Plaza| Värde:Bishop’s Arms signum är att erbjuda ett enormt utbud av öl och whiskey. Du kan välja mellan cirka 20 olika sorters öl på fat och 70 olika sorters öl på flaska samt cirka 250 olika sorters single malt whiskey.| Värde:Miljön för puben är autentisk engelskt men man håller musiken på låg volym med avsikt och visar inga sportsändningar på TV. Puben har allt från förrätt, huvudrätt och efterrätt, men det är pubmenyn som är mest gedigen. | Värde:56,0448172| Värde:12,6940292| Värde:Kungstorget 6| Värde:252 24| Värde:Helsingborg| Värde:16| Värde:False| Värde:bishops.marinaplaza@elite.se| Url: http://images.citybreak.com/image.aspx?ImageId=1314868 ProducedBy: The Bishops Arms - Elite Hotel Marina Plaza CopyrightBy: |Värde:+46| Värde:(0)42 - 192551| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Mat & Dryck, Restaurang;Mat & Dryck, Restaurang;Helsingborg;;Miljön för puben är autentisk engelskt men man håller musiken på låg volym med avsikt och visar inga sportsändningar på TV. Puben har allt från förrätt, huvudrätt och efterrätt, men det är pubmenyn som är mest gedigen. ;;;;;{};;;;[];Helsingborg;335624;Url: http://images.citybreak.com/image.aspx?ImageId=1314868 ProducedBy: The Bishops Arms - Elite Hotel Marina Plaza CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1314868 ProducedBy: The Bishops Arms - Elite Hotel Marina Plaza CopyrightBy: Keywords:;1314868;1314868;Url: http://images.citybreak.com/image.aspx?ImageId=1314868 ProducedBy: The Bishops Arms - Elite Hotel Marina Plaza CopyrightBy: Keywords:;Bishop’s Arms signum är att erbjuda ett enormt utbud av öl och whiskey. Du kan välja mellan cirka 20 olika sorters öl på fat och 70 olika sorters öl på flaska samt cirka 250 olika sorters single malt whiskey.;False;56,0448172;;;;;;;;;;12,6940292;False;;532;;;;(0)42 - 192551;;;252 24;;;Product;2015-01-19 15:01:14;Regional;2012-12-01 00:00:00;False;Active;Kungstorget 6;15772;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335624&l=1&t=1;The_Bishops_Arms_Marina_Plaza_335624;http://www.bishopsarms.com/Helsingborg_Marina_Plaza/Presentation;8
Dunker Bar & Matsalar;Dunker Bar & Matsalar;;Värde:Dunker Bar & Matsalar| Värde:http://www.dunkermatsalar.com/| Värde:Utsikten och menyerna gör att man gärna återkommer till Dunkers Bar & Matsalar som består av en bistro, med en enklare meny och en stor matsal med mycket lokalproducerat på sin á la carte meny. En lunch på stan, en fika vid kajkanten, en afterwork med vin vid solnedgången eller en familjemiddag. Sitt länge och njut av utsikten över småbåtshamnen och den danska kusten. | Värde:Restaurangen har ett fantastiskt läge på Norra hamnen med stora glasfönster som vetter ut mot havet och finns inhyst inne i fina Dunkers kulturhus.| Värde:Kungsgatan 11| Värde:252 21| Värde:Helsingborg| Värde:restaurang@dunkermatsalar.com| Värde:False| Värde:(0)42 - 32 29 96| Värde:16| Värde:56,0477632353735| Värde:12,6881146430969| Url: http://images.citybreak.com/image.aspx?ImageId=3076214 ProducedBy: Foto Dunker Bar & Matsalar CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=3076217 ProducedBy: Foto Dunker Bar & Matsala...;Mat & Dryck, Julbord, Kafé, Restaurang;Mat & Dryck, Julbord, Kafé, Restaurang;Helsingborg;;Utsikten och menyerna gör att man gärna återkommer till Dunkers Bar & Matsalar som består av en bistro, med en enklare meny och en stor matsal med mycket lokalproducerat på sin á la carte meny. En lunch på stan, en fika vid kajkanten, en afterwork med vin vid solnedgången eller en familjemiddag. Sitt länge och njut av utsikten över småbåtshamnen och den danska kusten. ;;;;;{};;;;[];Helsingborg;335625;Url: http://images.citybreak.com/image.aspx?ImageId=3076214 ProducedBy: Foto Dunker Bar & Matsalar CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3076214 ProducedBy: Foto Dunker Bar & Matsalar CopyrightBy: Keywords:;3076214;3076214,3076217;Url: http://images.citybreak.com/image.aspx?ImageId=3076214 ProducedBy: Foto Dunker Bar & Matsalar CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=3076217 ProducedBy: Foto Dunker Bar & Matsalar CopyrightBy: Keywords:;Restaurangen har ett fantastiskt läge på Norra hamnen med stora glasfönster som vetter ut mot havet och finns inhyst inne i fina Dunkers kulturhus.;False;56,0477632353735;;;;;;;;;;12,6881146430969;False;;532;;;;(0)42 - 32 29 96;;;252 21;;;Product;2015-01-15 11:08:36;Regional;2012-12-01 00:00:00;False;Active;Kungsgatan 11;15772;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335625&l=1&t=1;Dunker_Bar__Matsalar_335625;http://www.dunkermatsalar.com/;11
Café Annorledes;Café Annorledes;;Värde:Café Annorledes| Värde:Att komma in till hemtrevliga Annorledes känns som att vara på besök hos en vän. | Värde:Cafét är inrett med blandade möbler med gammaldags stil som ger hög mysfaktor. Här serveras hembakta kakor och fantastiska smörgåsar med pålägg av alla dess slag. Vill du ha en avslappnande kaffepaus är Annorledes helt rätt. | Värde:56,04587| Värde:12,6980668| Värde:Södra Storgatan 15| Värde:252 23| Värde:Helsingborg| Värde:17| Värde:False| Url: http://images.citybreak.com/image.aspx?ImageId=3084193 ProducedBy: CopyrightBy: |Värde:+46| Värde:(0)42 - 13 72 04| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Mat & Dryck, Kafé;Mat & Dryck, Kafé;Helsingborg;;Cafét är inrett med blandade möbler med gammaldags stil som ger hög mysfaktor. Här serveras hembakta kakor och fantastiska smörgåsar med pålägg av alla dess slag. Vill du ha en avslappnande kaffepaus är Annorledes helt rätt. ;;;;;{};;;;[];Helsingborg;335628;Url: http://images.citybreak.com/image.aspx?ImageId=3084193 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3084193 ProducedBy: CopyrightBy: Keywords:;3084193;3084193;Url: http://images.citybreak.com/image.aspx?ImageId=3084193 ProducedBy: CopyrightBy: Keywords:;Att komma in till hemtrevliga Annorledes känns som att vara på besök hos en vän. ;False;56,04587;;;;;;;;;;12,6980668;False;;532;;;;(0)42 - 13 72 04;;;252 23;;;Product;2015-01-16 14:49:54;Regional;2012-12-01 00:00:00;False;Active;Södra Storgatan 15;15772;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335628&l=1&t=1;Cafe_Annorledes_335628;;10
Badplats Vikingstrand;Strand Vikingstrand;;Värde:Vikingstrand erbjuder strand- och badliv för alla grupper i samhället. Här finns kommunens bästa bad för funktionshindrade.| Värde:Badet drivs ihop med DHS (De handikappades samarbetskommitté) som vid badväder bemannar badet sommartid måndag - fredag klockan 10:00-16:00. Badet har specialanpassade omklädningsrum, toaletter, solterrass och en ramp ned i havet som underlättar för rörelsehindrade. Badet har dessutom en lång härlig sandstrand med tre mindre bryggor. Ett stenkast från stranden finns en trevlig restaurang, glasskiosk och minigolfbana. Hundägare hittar hundbadplatsen på stranden söder om parkeringsplatsen och 85 meter söderut. Stranden och toaletterna ses över dagligen av kommunens entreprenör. Här hittar du: Vattentoaletter (handikappanpassade) Ramp ned i havet Bryggor med trappor Duschar Lekplats Grillplatser Minigolf Restaurang Kiosk Hundbad| Värde:http://www.helsingborg.se/Medborgare/Uppleva-och-gora/Friluftsliv-och-motion/Badplatser-strander/Dold-nodsida-for-fak...;Bad;Bad;Helsingborg;;Badet drivs ihop med DHS (De handikappades samarbetskommitté) som vid badväder bemannar badet sommartid måndag - fredag klockan 10:00-16:00. Badet har specialanpassade omklädningsrum, toaletter, solterrass och en ramp ned i havet som underlättar för rörelsehindrade. Badet har dessutom en lång härlig sandstrand med tre mindre bryggor. Ett stenkast från stranden finns en trevlig restaurang, glasskiosk och minigolfbana. Hundägare hittar hundbadplatsen på stranden söder om parkeringsplatsen och 85 meter söderut. Stranden och toaletterna ses över dagligen av kommunens entreprenör. Här hittar du: Vattentoaletter (handikappanpassade) Ramp ned i havet Bryggor med trappor Duschar Lekplats Grillplatser Minigolf Restaurang Kiosk Hundbad;;;;;{};;;;[];Helsingborg;335630;Url: http://images.citybreak.com/image.aspx?ImageId=1285188 ProducedBy: Helsingborgs stad CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1285188 ProducedBy: Helsingborgs stad CopyrightBy: Keywords:;1285188;1285188;Url: http://images.citybreak.com/image.aspx?ImageId=1285188 ProducedBy: Helsingborgs stad CopyrightBy: Keywords:;Vikingstrand erbjuder strand- och badliv för alla grupper i samhället. Här finns kommunens bästa bad för funktionshindrade.;False;56,0696640314751;;;;;;;;;;12,6719999313354;False;;532;;;;;;;;;;Product;2014-09-29 10:44:00;Regional;2012-11-30 00:00:00;False;Active;;15772;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335630&l=1&t=1;Strand_Vikingstrand_335630;http://www.helsingborg.se/Medborgare/Uppleva-och-gora/Friluftsliv-och-motion/Badplatser-strander/Dold-nodsida-for-faktasidor-om-strander/Vikingstrand/;6
Badplats Tropical beach;Strand Tropical beach;;Värde:Tropical beach ligger längst ut på Parapeten utmed piren som skiljer området från Danmarksbåtarna.| Värde:http://www.helsingborg.se/Medborgare/Uppleva-och-gora/Friluftsliv-och-motion/Badplatser-strander/Dold-nodsida-for-faktasidor-om-strander/Tropical-beach/| Värde:Badplats Tropical beach| Värde:Stranden blev klar lagom till H99, den stora bomässan 1999, och blev snabbt populär bland både helsingborgare och turister. Det är en naturlig sandstrand, men sedan bomässan pryds den varje år med palmer, trälandgångar och solstolar, därav namnet. Numera hittar man även restaurangen Tropic Bar här på sommaren. Stranden och toaletterna ses över flera gånger om dagen av kommunens entreprenör. Här hittar du: Vattentoaletter Dusch Lekplats Bar| Värde:56,0434487021896| Värde:Helsingborg| Värde:15| Värde:False| Värde:12,6860192| Url: http://images.citybreak.com/image.aspx?ImageId=1285185 ProducedBy: Maria Nordstrand CopyrightBy: |Url: http://images.citybreak.com/image.aspx?ImageId=3068397...;Bad;Bad;Helsingborg;;Stranden blev klar lagom till H99, den stora bomässan 1999, och blev snabbt populär bland både helsingborgare och turister. Det är en naturlig sandstrand, men sedan bomässan pryds den varje år med palmer, trälandgångar och solstolar, därav namnet. Numera hittar man även restaurangen Tropic Bar här på sommaren. Stranden och toaletterna ses över flera gånger om dagen av kommunens entreprenör. Här hittar du: Vattentoaletter Dusch Lekplats Bar;;;;;{};;;;[];Helsingborg;335631;Url: http://images.citybreak.com/image.aspx?ImageId=3068397 ProducedBy: Birger Lallo CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3068397 ProducedBy: Birger Lallo CopyrightBy: Keywords:;3068397;1285185,3068397;Url: http://images.citybreak.com/image.aspx?ImageId=1285185 ProducedBy: Maria Nordstrand CopyrightBy: Keywords:|Url: http://images.citybreak.com/image.aspx?ImageId=3068397 ProducedBy: Birger Lallo CopyrightBy: Keywords:;Tropical beach ligger längst ut på Parapeten utmed piren som skiljer området från Danmarksbåtarna.;False;56,0434487021896;;;;;;;;;;12,6860192;False;;532;;;;;;;;;;Product;2015-01-12 10:10:53;Regional;2012-11-30 00:00:00;False;Active;;15772;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335631&l=1&t=1;Strand_Tropical_beach_335631;http://www.helsingborg.se/Medborgare/Uppleva-och-gora/Friluftsliv-och-motion/Badplatser-strander/Dold-nodsida-for-faktasidor-om-strander/Tropical-beach/;7
Madame Moustache ;Madame Moustache ;;Värde:Madame Moustache | Värde:http://www.madamemoustache.se/| Värde:Här bjuds du på en lite annorlunda restaurangupplevelse. Huset är ett byggnadsminnesmärkt korsvirkeshus från 1700-talet men inredningen går åt det varma kitschiga hållet. | Värde:Konceptet i köket är att använda bra råvaror men ändå hålla inte vara för dyrt. Madame Moustache är även en populär samlingsplats kvällstid. På söndagar finns här brunch och på sommaren har de en trevlig uteservering. | Värde:56,0477423| Värde:12,6947278| Värde:Norra Storgatan 9| Värde:252 20| Värde:Helsingborg| Värde:False| Värde:17| Url: http://images.citybreak.com/image.aspx?ImageId=3067068 ProducedBy: CopyrightBy: |Värde:+46| Värde:(0)42 - 14 79 50| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False| Värde:False;Mat & Dryck, Julbord, Restaurang;Mat & Dryck, Julbord, Restaurang;Helsingborg;;Konceptet i köket är att använda bra råvaror men ändå hålla inte vara för dyrt. Madame Moustache är även en populär samlingsplats kvällstid. På söndagar finns här brunch och på sommaren har de en trevlig uteservering. ;;;;;{};;;;[];Helsingborg;335633;Url: http://images.citybreak.com/image.aspx?ImageId=3067068 ProducedBy: CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3067068 ProducedBy: CopyrightBy: Keywords:;3067068;3067068;Url: http://images.citybreak.com/image.aspx?ImageId=3067068 ProducedBy: CopyrightBy: Keywords:;Här bjuds du på en lite annorlunda restaurangupplevelse. Huset är ett byggnadsminnesmärkt korsvirkeshus från 1700-talet men inredningen går åt det varma kitschiga hållet. ;False;56,0477423;;;;;;;;;;12,6947278;False;;532;;;;(0)42 - 14 79 50;;;252 20;;;Product;2015-01-09 11:39:24;Regional;2012-12-01 00:00:00;False;Active;Norra Storgatan 9;15772;77;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335633&l=1&t=1;Madame_Moustache__335633;http://www.madamemoustache.se/;12
Badplats Råå Vallar;Strand Råå Vallar;;Värde:Råå Vallar är inte bara en fin och långgrund badplats. Den är också ett historiskt minnesmärke.Efter att den danska armén landsteg här 1709, anlade staden en mäktig försvarsvall, som du än i dag kan se tydliga spår av. Vallen ger idag bra vindskydd och den är utmärkt att promenera på.| Värde:http://www.helsingborg.se/Medborgare/Uppleva-och-gora/Friluftsliv-och-motion/Badplatser-strander/Dold-nodsida-for-faktasidor-om-strander/Raa-vallar/| Värde:Badplats Råå Vallar| Värde:Det finns många bryggor utmed den långa sandstranden, som söderut övergår till rundslipade stenar.Råå Vallar är en barnvänlig strand med långgrunt vatten och vattenkvaliteten är alltid mycket bra. Hundägare hittar hundbadplatsen på stranden norr om Råå kallbadhus fram till i höjd med Råå södra skolas norra gräns. Till Råå tar du dig enkelt med stadsbuss nummer 1 eller med cykel. Råå ligger 6 km söder om Helsingborg city. Det finns också goda parkeringsmöjligheter. Stranden och toaletterna ses över dagligen av...;Bad;Bad;Råå;;Det finns många bryggor utmed den långa sandstranden, som söderut övergår till rundslipade stenar.Råå Vallar är en barnvänlig strand med långgrunt vatten och vattenkvaliteten är alltid mycket bra. Hundägare hittar hundbadplatsen på stranden norr om Råå kallbadhus fram till i höjd med Råå södra skolas norra gräns. Till Råå tar du dig enkelt med stadsbuss nummer 1 eller med cykel. Råå ligger 6 km söder om Helsingborg city. Det finns också goda parkeringsmöjligheter. Stranden och toaletterna ses över dagligen av kommunens entreprenör. Här hittar du: Torrtoaletter Två handikappanpassade vattentoaletter Duschar Bryggor med trappor Kiosker Lekplatser Grillplatser Minigolf Hundbad Råå vallar har tilldelats blå flagg 2013 Blå Flagg är en internationell miljöutmärkelse för hamnar och stränder. Den finns i ett 40-tal länder, både inom och utanför EU. Utmärkelsen delas ut till de hamnar och stränder som uppfyller ett antal kriterier som rör vattenkvalitet, säkerhet, service och miljö. ;;;;;{};;;;[];Helsingborg;335635;Url: http://images.citybreak.com/image.aspx?ImageId=1285180 ProducedBy: Helsingborgs stad CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=1285180 ProducedBy: Helsingborgs stad CopyrightBy: Keywords:;1285180;1285180;Url: http://images.citybreak.com/image.aspx?ImageId=1285180 ProducedBy: Helsingborgs stad CopyrightBy: Keywords:;Råå Vallar är inte bara en fin och långgrund badplats. Den är också ett historiskt minnesmärke.Efter att den danska armén landsteg här 1709, anlade staden en mäktig försvarsvall, som du än i dag kan se tydliga spår av. Vallen ger idag bra vindskydd och den är utmärkt att promenera på.;False;55,9967369915479;;;;;;;;;;12,7391839027405;False;;532;;;;(0)42 10 43 50;;;;;;Product;2014-04-20 11:15:52;Regional;2012-11-30 00:00:00;False;Active;;15772;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335635&l=1&t=1;Strand_Ra_Vallar_335635;http://www.helsingborg.se/Medborgare/Uppleva-och-gora/Friluftsliv-och-motion/Badplatser-strander/Dold-nodsida-for-faktasidor-om-strander/Raa-vallar/;7
Badplats Domstens hamn;Strand Domstens hamn;;Värde:Domstens hamn är ett pittoreskt fiskeläge med både fritidsbåtar och en och annan fiskekutter. Strax norr om hamnpiren finner du en 200 meter lång sandstrand. Du kan även bada från en cirka 30 meter lång brygga med två badstegar.| Värde:http://www.helsingborg.se/startsida/uppleva-och-gora/friluftsliv-och-motion/badplatser-och-strander/badplatser-i-helsingborg/domsten/| Värde:Badplats Domstens hamn| Värde:Stranden sköts dagligen av kommunens entreprenör. Vid nordliga vindar kan tång vara ett problem. Här hittar du: Vattentoalett Brygga med trappor Dusch Lekplats Grillplatser Kiosk med servering Hundbad. Till karta över hundbadet i Domsten. | Värde:strand, beach, Strand| Värde:Badplats Domstens hamn| Värde:Helsingborg| Värde:16| Värde:False| Värde:56,1175196982756| Värde:12,6036357879639| Url: http://images.citybreak.com/image.aspx?ImageId=3075511 ProducedBy: Anna Alexander Olsson CopyrightBy: |Värde:50| Värde:+46| Värde:(0)42-12 97 63| Värde:False| Värde:False| Värde:False|...;Bad, Båt & kanot, Fiske;Bad, Båt & kanot, Fiske;Helsingborg;;Stranden sköts dagligen av kommunens entreprenör. Vid nordliga vindar kan tång vara ett problem. Här hittar du: Vattentoalett Brygga med trappor Dusch Lekplats Grillplatser Kiosk med servering Hundbad. Till karta över hundbadet i Domsten. ;;;;;{};;;;[];Helsingborg;335636;Url: http://images.citybreak.com/image.aspx?ImageId=3075511 ProducedBy: Anna Alexander Olsson CopyrightBy: Keywords:;Url: http://images.citybreak.com/image.aspx?ImageId=3075511 ProducedBy: Anna Alexander Olsson CopyrightBy: Keywords:;3075511;3075511;Url: http://images.citybreak.com/image.aspx?ImageId=3075511 ProducedBy: Anna Alexander Olsson CopyrightBy: Keywords:;Domstens hamn är ett pittoreskt fiskeläge med både fritidsbåtar och en och annan fiskekutter. Strax norr om hamnpiren finner du en 200 meter lång sandstrand. Du kan även bada från en cirka 30 meter lång brygga med två badstegar.;False;56,1175196982756;;;;;;;;;;12,6036357879639;False;;532;;;;(0)42-12 97 63;;;;;;Product;2015-06-10 14:51:57;Regional;2012-11-30 00:00:00;False;Active;;15772;76;http://lab.tracking.info.citybreak.com/tracking/pixel.gif?o=532&c=253&p=335636&l=1&t=1;Strand_Domstens_hamn_335636;http://www.helsingborg.se/startsida/uppleva-och-gora/friluftsliv-och-motion/badplatser-och-strander/badplatser-i-helsingborg/domsten/;11
